2026-04-07 00:01:34,848 | classification.attack_classifier | INFO     | No anomalies found; skipped classifier model inference.
2026-04-07 00:01:35,082 | features.extractor   | INFO     | Feature extraction pipeline started — 1 packets.
2026-04-07 00:01:35,083 | features.extractor   | INFO     | Created DataFrame: 1 rows × 6 columns.
2026-04-07 00:01:35,085 | features.extractor   | INFO     | Engineered 10 feature columns: frame_len, ip_proto, is_tcp, is_udp, tcp_flag_syn, tcp_flag_ack, tcp_flag_fin, tcp_flag_rst, tcp_flag_psh, hour_of_day
2026-04-07 00:01:35,086 | features.extractor   | INFO     | Selected 12 columns for model input (10 feature + IP context).
2026-04-07 00:01:35,087 | features.extractor   | INFO     | Feature extraction complete — output shape: 1 × 12.
2026-04-07 00:01:35,095 | detection.anomaly_detector | INFO     | Scored 1 packets. Anomalies flagged: 0
2026-04-07 00:01:35,096 | classification.attack_classifier | INFO     | No anomalies found; skipped classifier model inference.
2026-04-07 00:01:35,096 | features.extractor   | INFO     | Feature extraction pipeline started — 1 packets.
2026-04-07 00:01:35,096 | features.extractor   | INFO     | Created DataFrame: 1 rows × 6 columns.
2026-04-07 00:01:35,099 | features.extractor   | INFO     | Engineered 10 feature columns: frame_len, ip_proto, is_tcp, is_udp, tcp_flag_syn, tcp_flag_ack, tcp_flag_fin, tcp_flag_rst, tcp_flag_psh, hour_of_day
2026-04-07 00:01:35,100 | features.extractor   | INFO     | Selected 12 columns for model input (10 feature + IP context).
2026-04-07 00:01:35,100 | features.extractor   | INFO     | Feature extraction complete — output shape: 1 × 12.
2026-04-07 00:01:35,108 | detection.anomaly_detector | INFO     | Scored 1 packets. Anomalies flagged: 0
2026-04-07 00:01:35,109 | classification.attack_classifier | INFO     | No anomalies found; skipped classifier model inference.
2026-04-07 00:01:35,335 | features.extractor   | INFO     | Feature extraction pipeline started — 1 packets.
2026-04-07 00:01:35,343 | features.extractor   | INFO     | Created DataFrame: 1 rows × 6 columns.
2026-04-07 00:01:35,350 | features.extractor   | INFO     | Engineered 10 feature columns: frame_len, ip_proto, is_tcp, is_udp, tcp_flag_syn, tcp_flag_ack, tcp_flag_fin, tcp_flag_rst, tcp_flag_psh, hour_of_day
2026-04-07 00:01:35,354 | features.extractor   | INFO     | Selected 12 columns for model input (10 feature + IP context).
2026-04-07 00:01:35,355 | features.extractor   | INFO     | Feature extraction complete — output shape: 1 × 12.
2026-04-07 00:01:35,364 | detection.anomaly_detector | INFO     | Scored 1 packets. Anomalies flagged: 0
2026-04-07 00:01:35,367 | classification.attack_classifier | INFO     | No anomalies found; skipped classifier model inference.
2026-04-07 00:01:35,370 | features.extractor   | INFO     | Feature extraction pipeline started — 1 packets.
2026-04-07 00:01:35,371 | features.extractor   | INFO     | Created DataFrame: 1 rows × 6 columns.
2026-04-07 00:01:35,374 | features.extractor   | INFO     | Engineered 10 feature columns: frame_len, ip_proto, is_tcp, is_udp, tcp_flag_syn, tcp_flag_ack, tcp_flag_fin, tcp_flag_rst, tcp_flag_psh, hour_of_day
2026-04-07 00:01:35,375 | features.extractor   | INFO     | Selected 12 columns for model input (10 feature + IP context).
2026-04-07 00:01:35,375 | features.extractor   | INFO     | Feature extraction complete — output shape: 1 × 12.
